word,"shift score time: 1-9, 2009-2018","shift score time: 10-14, 2018-2023",shift_B-A
riot,0.2768734097480774,0.2530446,-0.023828809748077384
taxes,0.112278401851654,0.08835673,-0.023921671851654003
assaulted,0.2919960021972656,0.2680583,-0.023937702197265598
values,0.1920861601829528,0.16811264,-0.02397352018295279
fund,0.2123386859893798,0.18833935,-0.02399933598937981
countries,0.1509209275245666,0.12684894,-0.0240719875245666
protest,0.2336911559104919,0.20938003,-0.024311125910491893
cop,0.2565535306930542,0.2321353,-0.02441823069305421
retirement,0.2027463912963867,0.17830801,-0.024438381296386702
ussr,0.3039770126342773,0.2794801,-0.02449691263427728
states,0.1729333400726318,0.14836168,-0.024571660072631812
conservative,0.2451613545417785,0.22033286,-0.024828494541778517
budget,0.1754277348518371,0.1505099,-0.0249178348518371
ben,0.3088849782943725,0.2838052,-0.025079778294372523
taxpayer,0.246278166770935,0.22118926,-0.025088906770935004
censorship,0.3221401572227478,0.29704118,-0.025098977222747787
protect,0.1865609884262085,0.16135609,-0.02520489842620849
policies,0.1718404293060302,0.1462375,-0.025602929306030198
agenda,0.2184628248214721,0.19276303,-0.02569979482147211
blamed,0.2844243049621582,0.2586274,-0.025796904962158196
oppose,0.2970118522644043,0.2710991,-0.025912752264404315
wage,0.1596871614456176,0.13371915,-0.025968011445617584
people,0.1855069994926452,0.15933496,-0.02617203949264521
voters,0.1666631698608398,0.14029723,-0.026365939860839793
liberal,0.2297508120536804,0.20334375,-0.026407062053680402
senile,0.350619912147522,0.32398862,-0.026631292147521968
fight,0.1760064363479614,0.14927328,-0.02673315634796139
wealth,0.1532613635063171,0.1265018,-0.026759563506317113
romney,0.2446404695510864,0.21761543,-0.0270250395510864
mandate,0.2849148511886596,0.25762033,-0.027294521188659604
rich,0.1585115790367126,0.13117254,-0.027339039036712587
prices,0.124734878540039,0.0972507,-0.027484178540038998
elite,0.2822166681289673,0.25412166,-0.028095008128967258
equality,0.2267031073570251,0.19849777,-0.0282053373570251
inflation,0.1732229590415954,0.14496422,-0.0282587390415954
workers,0.1433078646659851,0.11500335,-0.028304514665985103
intelligence,0.161098837852478,0.13270599,-0.028392847852478004
totalitarian,0.2723987698554992,0.24385619,-0.02854257985549921
populist,0.3332398533821106,0.3044983,-0.028741553382110596
supreme,0.2132887244224548,0.18432188,-0.028966844422454813
ballot,0.1787549257278442,0.14964956,-0.029105365727844223
terrorism,0.2440203428268432,0.21486753,-0.029152812826843205
hitler,0.2206075191497802,0.19140148,-0.029206039149780177
cuban,0.3818176984786987,0.35250866,-0.0293090384786987
conservatism,0.3041249513626098,0.27478647,-0.029338481362609803
russia,0.2051138877868652,0.17564166,-0.0294722277868652
taxing,0.2560905814170837,0.22661531,-0.029475271417083698
politicians,0.1977393627166748,0.16802597,-0.029713392716674808
police,0.1590778827667236,0.12930101,-0.02977687276672361
capitalism,0.2074503302574157,0.17764091,-0.029809420257415675
socialized,0.2469767332077026,0.21706903,-0.029907703207702613
democrat,0.2880701422691345,0.2573365,-0.030733642269134498
communism,0.2936652898788452,0.26286143,-0.030803859878845208
prosecuted,0.2488850355148315,0.21798867,-0.030896365514831492
paying,0.1284164190292358,0.097485304,-0.030931115029235817
cities,0.1913580894470214,0.16034031,-0.031017779447021387
freedom,0.1888167262077331,0.15767944,-0.031137286207733095
criticism,0.2292355298995971,0.19789267,-0.03134285989959712
science,0.1907845139503479,0.1593017,-0.03148281395034791
chinese,0.2641358375549316,0.23260647,-0.031529367554931576
historic,0.3953583240509033,0.36376244,-0.0315958840509033
president,0.1521499752998352,0.12030363,-0.03184634529983521
interference,0.3397436141967773,0.3078847,-0.03185891419677728
shooting,0.1583555936813354,0.12639487,-0.0319607236813354
populations,0.2324583530426025,0.20047235,-0.03198600304260252
catholic,0.252391517162323,0.22037107,-0.032020447162322996
immigrants,0.239109992980957,0.20689452,-0.032215472980957005
immigration,0.2196849584579467,0.18746346,-0.032221498457946696
mccain,0.2200814485549926,0.1878413,-0.032240148554992604
enemies,0.248591661453247,0.21634746,-0.032244201453246996
politically,0.2009803056716919,0.16867352,-0.0323067856716919
force,0.1870204210281372,0.15458363,-0.03243679102813721
loans,0.1981051564216613,0.16563737,-0.03246778642166129
gore,0.3385341167449951,0.3060001,-0.03253401674499512
kids,0.1633903980255127,0.1307739,-0.0326164980255127
speeches,0.2628266811370849,0.22996461,-0.03286207113708489
outrage,0.2566419839859009,0.22369307,-0.032948913985900885
terror,0.29226154088974,0.25930226,-0.032959280889739984
attacks,0.2328521609306335,0.19983244,-0.03301972093063349
god,0.1665713191032409,0.13349557,-0.0330757491032409
corruption,0.2262248992919922,0.19312531,-0.03309958929199219
money,0.1324738264083862,0.09933978,-0.0331340464083862
prochoice,0.3173104524612427,0.2840339,-0.03327655246124267
officer,0.2291864156723022,0.19572973,-0.0334566856723022
european,0.2948498129844665,0.26119053,-0.03365928298446652
politics,0.1761729717254638,0.14240408,-0.03376889172546382
educated,0.1936869621276855,0.15960336,-0.03408360212768549
wingers,0.398467481136322,0.3642676,-0.034199881136322
taxpayers,0.2420075535774231,0.20765507,-0.0343524835774231
media,0.1733474731445312,0.13882947,-0.034518003144531184
officers,0.2207350134849548,0.1861673,-0.0345677134849548
bias,0.192551851272583,0.15792894,-0.03462291127258302
leaning,0.2411409616470337,0.2064017,-0.0347392616470337
attack,0.1852913498878479,0.15050805,-0.034783299887847896
schumer,0.3728193044662475,0.33802974,-0.03478956446624748
representatives,0.2479834556579589,0.21277094,-0.03521251565795891
insane,0.2542386054992676,0.21895832,-0.035280285499267566
wing,0.2649879455566406,0.2296133,-0.03537464555664063
politician,0.2146279215812683,0.17913043,-0.0354974915812683
disingenuous,0.2853468656539917,0.24973786,-0.03560900565399169
slavery,0.1998279094696045,0.16394842,-0.03587948946960448
crimes,0.1953033208847046,0.15895736,-0.0363459608847046
ambassador,0.3428996205329895,0.30649424,-0.03640538053298953
numbers,0.1491806507110595,0.11272764,-0.03645301071105948
racial,0.2293540239334106,0.1928227,-0.036531323933410575
american,0.1839672923088073,0.14742815,-0.03653914230880728
republicans,0.2248822450637817,0.18828559,-0.03659665506378171
vp,0.2269503474235534,0.19031036,-0.0366399874235534
violence,0.1775529384613037,0.14088237,-0.036670568461303704
career,0.2078779339790344,0.17110884,-0.036769093979034384
brainwashed,0.2640837430953979,0.2271452,-0.0369385430953979
banned,0.210517406463623,0.17354667,-0.036970736463623005
senate,0.1501860618591308,0.11291438,-0.03727168185913081
calling,0.1871983408927917,0.14968336,-0.037514980892791705
extreme,0.2273042201995849,0.18975931,-0.03754491019958492
leftist,0.4049667119979858,0.3673606,-0.0376061119979858
ideals,0.248113751411438,0.21034575,-0.03776800141143799
bible,0.1912353038787841,0.1533755,-0.0378598038787841
felons,0.2745034694671631,0.23656392,-0.037939549467163075
global,0.2318813800811767,0.19387394,-0.03800744008117671
hatred,0.215024709701538,0.17689598,-0.038128729701537994
disease,0.2469382286071777,0.2087639,-0.038174328607177704
children,0.1648063659667968,0.12663043,-0.0381759359667968
conspiracy,0.1989246606826782,0.16063118,-0.03829348068267818
hospitals,0.2513171434402466,0.21297276,-0.03834438344024657
putin,0.2069115042686462,0.16846651,-0.0384449942686462
followers,0.2742566466331482,0.23541152,-0.03884512663314818
sanctuary,0.37842857837677,0.33954465,-0.038883928376770016
patients,0.2923920154571533,0.25320232,-0.03918969545715334
rightwing,0.378616988658905,0.33927542,-0.03934156865890498
damage,0.1727868318557739,0.13336098,-0.03942585185577391
mexican,0.2817333936691284,0.24225086,-0.039482533669128406
enforcement,0.2471727132797241,0.2076214,-0.03955131327972408
garbage,0.258426308631897,0.21876407,-0.03966223863189697
nfl,0.2579361200332641,0.21824455,-0.039691570033264095
current,0.1864008903503418,0.14667583,-0.03972506035034179
twitter,0.2312639355659485,0.19148195,-0.039781985565948474
lgbt,0.3181188106536865,0.27812546,-0.03999335065368653
border,0.2028679251670837,0.1627785,-0.04008942516708372
guard,0.2329542636871338,0.1927017,-0.040252563687133786
justified,0.3305083513259887,0.29023284,-0.04027551132598872
incompetent,0.2464085817337036,0.20597994,-0.04042864173370361
clown,0.3323284387588501,0.2917292,-0.040599238758850076
candidates,0.1520233154296875,0.11094689,-0.041076425429687494
ignorance,0.2192367315292358,0.17790008,-0.041336651529235824
threatening,0.2506240606307983,0.20891154,-0.04171252063079828
idiot,0.2251054048538208,0.18325663,-0.0418487748538208
county,0.2366262078285217,0.19477594,-0.04185026782852169
civil,0.1664119958877563,0.12425661,-0.04215538588775629
city,0.2097194194793701,0.16754246,-0.042176959479370085
mayors,0.3895301818847656,0.34732497,-0.042205211884765614
counties,0.2553138136863708,0.21305037,-0.042263443686370805
hoax,0.3208577632904053,0.27844155,-0.04241621329040529
nancy,0.3653194308280945,0.32285786,-0.042461570828094486
million,0.1939386129379272,0.15144187,-0.042496742937927184
gop,0.228871464729309,0.18633372,-0.04253774472930899
blatantly,0.2870503664016723,0.24436021,-0.04269015640167231
protestors,0.2893940210342407,0.24634063,-0.04305339103424072
false,0.2114636898040771,0.16840255,-0.04306113980407708
fake,0.2259167432785034,0.18282306,-0.04309368327850338
womens,0.2551647424697876,0.2116158,-0.043548942469787605
governor,0.1822217106819152,0.13865489,-0.0435668206819152
hate,0.189827561378479,0.14624369,-0.043583871378478994
country,0.1852684020996093,0.14163315,-0.04363525209960928
california,0.2353547215461731,0.1916095,-0.04374522154617311
fighting,0.2057725191116333,0.1619969,-0.0437756191116333
presidents,0.1798908710479736,0.13521028,-0.04468059104797362
slaves,0.200614333152771,0.15588486,-0.04472947315277101
narratives,0.3175901174545288,0.27272248,-0.04486763745452882
medicare,0.2124242782592773,0.1675182,-0.04490607825927728
clinton,0.2316013574600219,0.1866501,-0.044951257460021876
murder,0.1942546963691711,0.14886057,-0.04539412636917109
unemployment,0.168371319770813,0.12297106,-0.045400259770812995
ideology,0.2581585645675659,0.212636,-0.045522564567565926
economic,0.1558895111083984,0.11034882,-0.04554069110839841
libs,0.3574012517929077,0.31174624,-0.04565501179290771
congress,0.1680691838264465,0.12233007,-0.045739113826446506
ally,0.3061193823814392,0.26026237,-0.04585701238143919
overturning,0.3152521848678589,0.26926833,-0.04598385486785889
donors,0.2523114085197449,0.20626432,-0.04604708851974487
georgia,0.2982407808303833,0.25210202,-0.04613876083038332
extremists,0.3230940103530884,0.2769459,-0.046148110353088356
nationalism,0.3237402439117431,0.27742648,-0.04631376391174313
schiff,0.3766694068908691,0.33027136,-0.04639804689086907
truth,0.1839104890823364,0.13746369,-0.0464467990823364
innocent,0.2253122925758361,0.17860866,-0.046703632575836096
officials,0.242913544178009,0.19617051,-0.04674303417800901
moral,0.1778247356414795,0.13105917,-0.04676556564147949
idiots,0.2535916566848755,0.20656657,-0.04702508668487548
midterm,0.2611569762229919,0.21396905,-0.047187926222991894
senator,0.2205222845077514,0.17296255,-0.04755973450775142
breitbart,0.3307104110717773,0.28285843,-0.047851981071777294
republic,0.2458625435829162,0.19786847,-0.047994073582916214
rioting,0.3303053379058838,0.2820912,-0.0482141379058838
win,0.1624282598495483,0.11402786,-0.04840039984954832
arrests,0.361548364162445,0.31308973,-0.048458634162445
europe,0.2595037221908569,0.21102297,-0.048480752190856874
protesters,0.3107796311378479,0.26220262,-0.0485770111378479
jesus,0.2385262250900268,0.18976396,-0.04876226509002679
electoral,0.1566200852394104,0.10749328,-0.049126805239410404
holocaust,0.2560117244720459,0.20616686,-0.04984486447204589
immigrant,0.2931710481643677,0.24283713,-0.050333918164367664
constitution,0.1547820568084716,0.1044333,-0.05034875680847159
faith,0.2018550634384155,0.15138102,-0.050474043438415495
allies,0.274909496307373,0.22442669,-0.05048280630737298
equity,0.3908396363258362,0.3402133,-0.050626336325836185
texas,0.2113664150238037,0.16069555,-0.05067086502380372
transgender,0.3370870947837829,0.28633857,-0.05074852478378289
jail,0.189064085483551,0.13812917,-0.050934915483551
trafficking,0.3072172999382019,0.256261,-0.05095629993820189
war,0.1524543762207031,0.10143,-0.05102437622070309
protesting,0.2895553112030029,0.23851794,-0.05103737120300286
council,0.3173702359199524,0.2661178,-0.05125243591995238
authoritarian,0.2810496687889099,0.2295028,-0.051546868788909905
morals,0.3134640455245971,0.2617138,-0.051750245524597116
leader,0.2118778228759765,0.15998119,-0.05189663287597651
fisa,0.325475811958313,0.27320564,-0.05227017195831296
governors,0.2824399471282959,0.23015237,-0.0522875771282959
germany,0.2763423323631286,0.2239958,-0.05234653236312861
confederate,0.227063238620758,0.17466211,-0.05240112862075799
presidency,0.2072028517723083,0.15474492,-0.052457931772308286
nazi,0.2474302053451538,0.19492406,-0.0525061453451538
trump,0.242679476737976,0.18979979,-0.052879686737975995
criminal,0.2266840934753418,0.17366153,-0.05302256347534179
wall,0.2239366769790649,0.17045367,-0.05348300697906491
mandated,0.3923443555831909,0.3386923,-0.053652055583190916
mccarthy,0.3683452606201172,0.3145895,-0.053755760620117166
judge,0.2115627527236938,0.15772283,-0.053839922723693784
borders,0.2810801863670349,0.22669739,-0.054382796367034913
maga,0.3945839405059814,0.3400457,-0.054538240505981384
york,0.2635613679885864,0.20877385,-0.054787517988586415
tweet,0.3004844188690185,0.2454204,-0.05506401886901849
prison,0.1850084066390991,0.12966096,-0.0553474466390991
attacking,0.2869199514389038,0.23123604,-0.055683911438903805
florida,0.257656455039978,0.20182848,-0.05582797503997802
audits,0.3808795809745788,0.3249929,-0.05588668097457883
shapiro,0.3610253930091858,0.30489963,-0.056125763009185814
peaceful,0.2680567502975464,0.21158135,-0.056475400297546385
congressional,0.2184430360794067,0.16114813,-0.05729490607940671
flag,0.2154322862625122,0.1581307,-0.057301586262512194
east,0.2602062225341797,0.2027657,-0.057440522534179694
ballots,0.2177209854125976,0.15983045,-0.05789053541259759
movement,0.2204151749610901,0.16239333,-0.058021844961090085
leaders,0.2361712455749511,0.1780752,-0.0580960455749511
nation,0.2064099907875061,0.14822173,-0.05818826078750611
elites,0.3419103026390075,0.28318274,-0.058727562639007524
israeli,0.3391600847244262,0.27995515,-0.05920493472442623
unite,0.3445030450820923,0.28491235,-0.059590695082092304
violent,0.2129260897636413,0.15309012,-0.059835969763641306
lie,0.226711630821228,0.16671681,-0.059994820821228007
flags,0.2746701240539551,0.21454096,-0.060129164053955075
deaths,0.2142996191978454,0.15398598,-0.06031363919784541
elected,0.1999979019165039,0.13967031,-0.060327591916503914
democracy,0.2159337401390075,0.1555422,-0.06039154013900752
americas,0.3179567456245422,0.25738,-0.06057674562454218
attacked,0.2713226675987243,0.21047246,-0.06085020759872431
treason,0.2340277433395385,0.17307597,-0.060951773339538495
dems,0.2594053149223327,0.19819355,-0.06121176492233271
loan,0.2377693057060241,0.17655736,-0.06121194570602409
courts,0.227146029472351,0.16592014,-0.061225889472351
impeach,0.2721309065818786,0.21066648,-0.06146442658187862
constitutionally,0.3158459067344665,0.25378036,-0.062065546734466515
identity,0.2916749715805053,0.2294733,-0.062201671580505324
nazis,0.2624973654747009,0.20020628,-0.06229108547470094
fascism,0.327076256275177,0.26446992,-0.06260633627517698
leftists,0.4071303606033325,0.34451067,-0.0626196906033325
harris,0.3371726274490356,0.2743708,-0.06280182744903556
neighborhoods,0.293046236038208,0.23024368,-0.062802556038208
bail,0.3590368628501892,0.2960863,-0.06295056285018918
legislature,0.2537190914154053,0.19075811,-0.06296098141540526
enact,0.3028398752212524,0.23972142,-0.0631184552212524
iraq,0.2399932146072387,0.17665392,-0.0633392946072387
donald,0.3110312819480896,0.24738824,-0.06364304194808959
civilian,0.2969726324081421,0.23316908,-0.06380355240814209
radicals,0.4536774754524231,0.38982677,-0.0638507054524231
nc,0.3115836381912231,0.24758649,-0.0639971481912231
attorney,0.2599522471427917,0.1958499,-0.0641023471427917
administrations,0.2949104309082031,0.23068649,-0.06422394090820313
patriotic,0.3583046197891235,0.2939664,-0.06433821978912346
morality,0.3074554204940796,0.24303716,-0.06441826049407959
ted,0.2924680709838867,0.22788358,-0.06458449098388672
trumps,0.2318379878997802,0.1666882,-0.06514978789978018
believing,0.260114312171936,0.19486034,-0.06525397217193599
lefties,0.4864571094512939,0.421093,-0.0653641094512939
th,0.2046129703521728,0.13913357,-0.06547940035217278
united,0.2221782803535461,0.15657008,-0.06560820035354609
hillary,0.2434875965118408,0.17786485,-0.0656227465118408
crisis,0.2685288190841675,0.20284724,-0.06568157908416747
theory,0.2263548374176025,0.16037405,-0.06598078741760252
jewish,0.3274942636489868,0.26066327,-0.06683099364898681
fascist,0.3101072311401367,0.24319327,-0.06691396114013673
shooter,0.233200192451477,0.16605568,-0.06714451245147698
mental,0.1897509098052978,0.12231749,-0.0674334198052978
fascists,0.3738600015640259,0.30604774,-0.06781226156402587
dem,0.3087532520294189,0.24074668,-0.0680065720294189
administration,0.223641037940979,0.1555084,-0.06813263794097901
afghanistan,0.2614020109176636,0.19313043,-0.06827158091766358
america,0.2325211763381958,0.16399932,-0.0685218563381958
cops,0.2099901437759399,0.14131093,-0.06867921377593991
obama,0.208452045917511,0.13959134,-0.06886070591751098
stats,0.3062882423400879,0.23736751,-0.06892073234008789
reporter,0.2990137934684753,0.22973895,-0.06927484346847529
doctrine,0.3434357643127441,0.2738778,-0.06955796431274408
propaganda,0.2091729640960693,0.13944066,-0.06973230409606931
scotus,0.2401865720748901,0.17023814,-0.0699484320748901
judiciary,0.3092414140701294,0.23924798,-0.0699934340701294
democratic,0.2707468271255493,0.2001158,-0.0706310271255493
leadership,0.2403627634048462,0.16959453,-0.0707682334048462
activist,0.3485008478164673,0.27747154,-0.07102930781646727
mass,0.2389527559280395,0.1673652,-0.0715875559280395
supremacists,0.3584117889404297,0.28660452,-0.07180726894042971
dossier,0.338066816329956,0.26621377,-0.07185304632995598
elizabeth,0.3973858952522278,0.3254764,-0.07190949525222778
enemy,0.2466058135032653,0.17425859,-0.0723472235032653
nato,0.3006938695907593,0.22818583,-0.07250803959075927
lmao,0.4150031805038452,0.34225857,-0.07274461050384523
legislatures,0.3119788765907287,0.23901606,-0.0729628165907287
protests,0.2807304859161377,0.20769167,-0.0730388159161377
gender,0.2448623776435852,0.17152762,-0.07333475764358521
mexico,0.2525849342346191,0.17883897,-0.07374596423461907
overthrow,0.2619609832763672,0.1870991,-0.0748618832763672
pedophiles,0.3949818611145019,0.31988883,-0.07509303111450188
rioters,0.3504502177238464,0.27523816,-0.07521205772384637
proud,0.2625592947006225,0.1869328,-0.07562649470062249
republican,0.2461833953857422,0.17037082,-0.07581257538574218
dictatorship,0.3044247627258301,0.22760677,-0.07681799272583006
antiamerican,0.4196735024452209,0.3422706,-0.07740290244522091
sanders,0.2953017950057983,0.21710587,-0.07819592500579828
tyranny,0.3306840062141418,0.25225425,-0.07842975621414178
cruz,0.3106287717819214,0.23151153,-0.0791172417819214
bernie,0.2841757535934448,0.2043668,-0.07980895359344484
ny,0.2762156128883362,0.19467372,-0.08154189288833619
impeachment,0.213259756565094,0.1307674,-0.08249235656509399
hospital,0.207673966884613,0.12510425,-0.08256971688461301
mandates,0.4210348725318908,0.33816397,-0.08287090253189083
dc,0.2984303832054138,0.21504927,-0.08338111320541383
worship,0.3264249563217163,0.2428199,-0.0836050563217163
riots,0.2697211503982544,0.1858108,-0.0839103503982544
mcconnell,0.2838301062583923,0.19894159,-0.08488851625839228
patriots,0.3604649305343628,0.27460867,-0.0858562605343628
oppression,0.2988171577453613,0.21290398,-0.08591317774536128
judges,0.2740580439567566,0.18746674,-0.0865913039567566
taliban,0.2905662059783935,0.20346218,-0.0871040259783935
dumb,0.2391256093978881,0.15097594,-0.0881496693978881
gaslighting,0.3698269724845886,0.27958524,-0.09024173248458861
taiwan,0.4187694787979126,0.32838523,-0.09038424879791263
disgusting,0.3138449192047119,0.22253913,-0.09130578920471191
ignorant,0.2595596313476562,0.16748911,-0.0920705213476562
nyc,0.3562222719192505,0.26371413,-0.0925081419192505
losers,0.3095352053642273,0.2158469,-0.09368830536422729
celebrities,0.3882331848144531,0.29400456,-0.0942286248144531
lunatics,0.3554835319519043,0.26045954,-0.09502399195190431
trans,0.2823669910430908,0.18732965,-0.09503734104309083
pardon,0.2956076264381408,0.19991016,-0.09569746643814081
antisemitic,0.3585072755813598,0.26235223,-0.09615504558135979
usa,0.3504955172538757,0.2529599,-0.09753561725387566
justices,0.2759774923324585,0.17767847,-0.09829902233245849
inauguration,0.3405711054801941,0.24208283,-0.09848827548019409
midterms,0.2759757041931152,0.17740887,-0.09856683419311518
troops,0.2554542422294616,0.15670604,-0.09874820222946162
lefty,0.4757331609725952,0.37662137,-0.0991117909725952
progressive,0.3547662496566772,0.25293446,-0.10183178965667716
sheep,0.3128973245620727,0.21104991,-0.10184741456207269
anti,0.2927604913711548,0.18984026,-0.10292023137115477
gerrymandering,0.3256109952926636,0.22266018,-0.10295081529266356
hypocrites,0.3560668230056762,0.25248736,-0.10357946300567622
rally,0.2648305892944336,0.15995276,-0.1048778292944336
senators,0.2644925713539123,0.15945035,-0.10504222135391231
fox,0.2555206418037414,0.15045112,-0.1050695218037414
progressives,0.3848239183425903,0.27924252,-0.10558139834259028
vaccination,0.3602957725524902,0.25318336,-0.10711241255249015
afghan,0.3845841884613037,0.275823,-0.10876118846130373
traitors,0.3256526589393616,0.21623659,-0.10941606893936157
lawsuit,0.2912430763244629,0.1816504,-0.1095926763244629
billionaires,0.331740140914917,0.2204262,-0.111313940914917
pedophile,0.3977171182632446,0.28129977,-0.11641734826324457
lawyers,0.3157034516334533,0.19765586,-0.11804759163345332
unity,0.3491562604904175,0.23003858,-0.11911768049041749
pelosi,0.3708145022392273,0.24918526,-0.1216292422392273
warren,0.378111720085144,0.25280565,-0.125306070085144
flu,0.32729172706604,0.2009517,-0.12634002706603997
hispanic,0.3478282690048218,0.22110069,-0.1267275790048218
chaos,0.3284680247306824,0.20114243,-0.12732559473068236
tucker,0.3728418946266174,0.24434006,-0.12850183462661738
pence,0.3443441390991211,0.21232665,-0.1320174890991211
infected,0.3458021879196167,0.21333808,-0.13246410791961669
vaccinated,0.2808094620704651,0.14833188,-0.1324775820704651
coup,0.2929240465164184,0.15961927,-0.1333047765164184
virus,0.2944539189338684,0.15934014,-0.13511377893386842
reparations,0.5015688538551331,0.3658896,-0.13567925385513308
cuomo,0.3778411746025085,0.23988473,-0.1379564446025085
allegations,0.3082810044288635,0.16462225,-0.14365875442886353
admin,0.4251351952552795,0.2808888,-0.1442463952552795
mueller,0.3299195766448974,0.18539679,-0.1445227866448974
vaccines,0.3230952024459839,0.17782891,-0.14526629244598388
stimulus,0.3010716438293457,0.15463006,-0.1464415838293457
authoritarianism,0.3965551853179931,0.2500993,-0.14645588531799308
ubi,0.3626488447189331,0.21610278,-0.1465460647189331
immunity,0.3813014030456543,0.22791034,-0.1533910630456543
mitch,0.3534863591194153,0.19927132,-0.15421503911941528
ukraine,0.3286000490188598,0.17297882,-0.1556212290188598
herd,0.4089922904968261,0.24666655,-0.1623257404968261
daca,0.4095026850700378,0.24651164,-0.16299104507003778
division,0.377415657043457,0.21276605,-0.16464960704345696
regime,0.3655192255973816,0.19727874,-0.16824048559738158
bloomberg,0.42770916223526,0.25408357,-0.17362559223526003
boycott,0.4358242750167846,0.25791633,-0.17790794501678459
capitol,0.3368306159973144,0.15233815,-0.1844924659973144
vaccine,0.3095362782478332,0.12166947,-0.1878668082478332
biden,0.4220485091209411,0.22457516,-0.1974733491209411
looting,0.4276636838912964,0.22336006,-0.2043036238912964
bidens,0.4492228031158447,0.18681026,-0.2624125431158447
fauci,,0.30407107,
lockdown,,0.2621069,
rogan,,0.2857495,
rittenhouse,,0.24013174,
lockdowns,,0.21528053,
pfizer,,0.2491554,
icu,,0.31885242,
corona,,0.3395453,
kavanaugh,,0.2642876,
maxine,,0.3292259,
gaetz,,0.249731,
floyd,,0.23463511,
covid,,0.11944163,
coronavirus,,0.25912696,
dysphoria,,0.26186502,
pandemic,,0.12023139,
epstein,,0.22835004,
ilhan,,0.29525894,
aoc,,0.26313442,
ccp,,0.38839245,
desantis,,0.2368002,
